id,severity,mqm_score,num_template_qs,num_srl_qs,num_diff_qs,num_atomic_qs,num_questions,num_mismatches,askqe_score
doc81,No Error,100,3,2,0,4,9,0,1.0
doc81,No Error,100,3,1,0,5,9,0,1.0
doc55,Major,90,0,1,3,8,12,4,0.5333333333333333
doc55,Major,94,1,1,0,8,10,0,1.0
doc55,No Error,100,0,1,0,8,9,0,1.0
doc55,No Error,100,0,1,6,7,14,7,0.45
doc42,Major,87,1,1,5,10,17,6,0.5238095238095238
doc42,Major,90,1,1,6,10,18,5,0.5652173913043478
doc42,Major,94,8,2,3,10,23,7,0.6260869565217392
doc42,Major,94,1,1,6,10,18,5,0.5652173913043478
doc42,Minor,99,4,1,0,10,15,0,1.0
doc42,Major,93,4,2,0,10,16,1,0.9264705882352942
doc42,Critical,75,1,1,6,10,18,5,0.5652173913043478
doc42,Minor,99,4,1,2,10,17,4,0.6575342465753424
doc42,Minor,99,3,1,2,10,16,1,0.8933333333333333
doc42,Minor,99,2,1,0,10,13,0,1.0
doc42,Minor,98,6,2,7,10,25,10,0.4925373134328358
doc42,Critical,75,2,0,1,10,13,1,0.864406779661017
doc42,Critical,75,2,1,0,10,13,0,1.0
doc42,Minor,95,3,1,8,10,22,5,0.7024793388429752
doc42,Major,95,3,1,5,10,19,5,0.5789473684210527
doc42,Major,95,5,1,2,10,18,3,0.7066666666666667
doc42,No Error,100,6,2,2,10,20,2,0.8602150537634409
doc42,No Error,100,3,1,1,10,15,0,1.0
doc42,No Error,100,3,0,0,10,13,1,0.9074074074074074
doc42,No Error,100,5,1,2,10,18,5,0.625
doc31,Major,84,4,2,6,2,14,5,0.5294117647058824
doc31,Major,80,0,1,6,2,9,6,0.14285714285714285
doc31,Major,84,2,1,2,4,9,3,0.5476190476190477
doc31,Minor,97,4,1,4,4,13,3,0.6521739130434783
doc31,Major,95,0,1,0,4,5,0,1.0
doc31,Major,95,0,1,2,3,6,3,0.375
doc31,Major,94,4,2,4,2,12,4,0.5076923076923077
doc31,No Error,100,3,2,3,3,11,6,0.4067796610169492
doc43,Major,85,0,2,5,3,10,3,0.6065573770491803
doc43,Major,90,4,3,1,3,11,1,0.8333333333333334
doc43,Minor,99,4,3,0,3,10,0,1.0
doc43,Major,84,4,1,9,3,17,11,0.1958762886597938
doc43,Minor,99,4,3,0,3,10,0,1.0
doc43,Major,84,4,1,0,3,8,0,1.0
doc43,Minor,99,4,3,0,3,10,0,1.0
doc43,Minor,99,4,3,0,3,10,0,1.0
doc43,Major,95,15,0,0,3,18,5,0.6818181818181818
doc43,Major,95,1,2,0,3,6,0,1.0
doc43,Major,90,1,1,0,3,5,0,1.0
doc43,Major,94,3,2,2,3,10,3,0.6041666666666666
doc43,Minor,99,1,1,0,2,4,0,1.0
doc43,Major,90,6,3,0,3,12,2,0.8367346938775511
doc43,No Error,100,4,2,0,2,8,0,1.0
doc43,No Error,100,4,2,2,1,9,5,0.30434782608695654
doc43,No Error,100,7,0,0,3,10,0,1.0
doc54,Major,89,1,1,6,6,14,6,0.45569620253164556
doc54,No Error,100,2,2,2,6,12,3,0.6181818181818182
doc54,Major,94,8,2,4,6,20,6,0.594059405940594
doc54,Minor,99,6,1,1,7,15,1,0.8823529411764706
doc54,Major,89,6,2,0,7,15,0,1.0
doc54,Major,83,2,3,2,6,13,4,0.6166666666666667
doc54,Major,90,0,1,2,7,10,2,0.6666666666666666
doc54,Major,80,2,2,3,6,13,3,0.6875
doc54,Major,87,0,1,3,7,11,3,0.5714285714285714
doc44,Minor,99,4,3,0,5,12,0,1.0
doc44,Major,83,2,3,8,5,18,8,0.2967032967032967
doc44,Major,70,2,1,4,4,11,5,0.4098360655737705
doc44,Major,95,1,4,2,4,11,3,0.6415094339622641
doc44,Major,85,2,1,5,5,13,5,0.5
doc44,Major,95,1,1,2,5,9,3,0.5348837209302325
doc44,Major,90,0,1,1,5,7,1,0.75
doc44,Major,63,1,4,10,4,19,11,0.26605504587155965
doc44,No Error,100,0,3,2,5,10,3,0.6530612244897959
doc4,Minor,99,5,1,1,4,11,1,0.8461538461538461
doc4,Minor,98,13,3,2,4,22,3,0.7777777777777778
doc4,Critical,71,4,1,2,4,11,2,0.6923076923076923
doc4,Minor,97,0,1,3,4,8,5,0.2727272727272727
doc4,Minor,99,2,1,0,4,7,0,1.0
doc4,Major,95,3,1,0,4,8,0,1.0
doc4,No Error,100,3,1,7,4,15,4,0.6404494382022472
doc4,No Error,100,11,1,3,4,19,3,0.8089887640449438
doc4,No Error,100,3,1,0,4,8,0,1.0
doc4,No Error,100,3,4,0,4,11,0,1.0
doc4,No Error,100,4,1,0,4,9,0,1.0
doc4,No Error,100,2,1,2,4,9,2,0.6190476190476191
doc4,No Error,100,2,1,0,4,7,0,1.0
doc4,No Error,100,3,1,0,4,8,0,1.0
doc4,No Error,100,1,0,0,4,5,0,1.0
doc4,No Error,100,8,0,0,4,12,0,1.0
doc11,Major,95,0,1,3,2,6,3,0.3333333333333333
doc11,Minor,99,11,2,3,2,18,7,0.5232558139534884
doc11,Major,95,4,1,0,2,7,0,1.0
doc11,No Error,100,0,1,0,2,3,0,1.0
doc11,No Error,100,1,0,0,2,3,0,1.0
doc11,No Error,100,2,2,2,2,8,4,0.22580645161290322
doc11,No Error,100,2,2,0,2,6,0,1.0
doc11,No Error,100,0,1,6,2,9,6,0.2
doc11,No Error,100,2,1,2,2,7,3,0.4411764705882353
doc11,No Error,100,0,1,0,2,3,0,1.0
doc11,No Error,100,2,1,2,2,7,3,0.4411764705882353
doc11,No Error,100,0,1,2,2,5,2,0.2
doc11,No Error,100,1,1,3,2,7,4,0.3076923076923077
doc56,Major,93,0,2,3,2,7,2,0.6097560975609756
doc56,No Error,100,8,3,6,2,19,7,0.46875
doc56,Minor,99,3,1,0,2,6,0,1.0
doc56,Major,95,9,2,0,2,13,0,1.0
doc56,Minor,99,2,1,0,2,5,0,1.0
doc56,Major,94,15,1,6,2,24,7,0.5677966101694916
doc56,Minor,98,2,3,2,2,9,2,0.673469387755102
doc56,No Error,100,0,1,1,2,4,0,1.0
doc56,No Error,100,2,1,0,2,5,0,1.0
doc56,No Error,100,0,4,2,2,8,2,0.6190476190476191
doc56,No Error,100,4,1,0,2,7,0,1.0
doc56,No Error,100,0,1,2,2,5,3,0.2857142857142857
doc56,No Error,100,0,1,4,2,7,4,0.2727272727272727
doc56,No Error,100,2,3,1,2,8,2,0.6666666666666666
doc35,Major,90,3,1,3,9,16,3,0.6619718309859155
doc35,Minor,99,3,1,0,9,13,0,1.0
doc35,No Error,100,10,2,0,9,21,0,1.0
doc81,Minor,99,2,2,0,4,8,0,1.0
doc81,Major,94,4,4,5,5,18,3,0.7241379310344828
doc81,Major,95,19,1,0,5,25,4,0.8461538461538461
doc81,Minor,99,2,1,3,5,11,4,0.509090909090909
doc81,No Error,100,1,1,0,5,7,0,1.0
doc81,No Error,100,1,1,7,5,14,6,0.42168674698795183
doc81,No Error,100,5,1,1,5,12,3,0.7377049180327869
doc81,No Error,100,3,2,0,4,9,0,1.0
doc81,No Error,100,3,1,0,5,9,0,1.0
doc81,No Error,100,2,4,5,5,16,9,0.32142857142857145
doc81,No Error,100,2,1,2,5,10,3,0.5652173913043478
doc55,Major,94,1,1,4,8,14,5,0.49295774647887325
doc55,No Error,100,0,1,0,8,9,0,1.0
doc55,No Error,100,0,1,3,8,12,4,0.5333333333333333
doc55,No Error,100,0,1,6,7,14,7,0.45
doc42,Major,95,1,1,5,10,17,4,0.6190476190476191
doc42,Major,94,8,2,3,10,23,7,0.6260869565217392
doc42,Major,95,4,2,1,10,17,3,0.75
doc42,Major,95,4,1,2,10,17,4,0.6575342465753424
doc42,Major,90,3,1,2,10,16,1,0.8933333333333333
doc42,Major,90,6,2,8,10,26,9,0.5
doc42,Major,95,7,2,5,10,24,3,0.8032786885245902
doc42,Major,95,4,1,3,10,18,2,0.8705882352941177
doc42,Major,95,3,1,3,10,17,5,0.5949367088607594
doc42,Major,95,1,1,5,10,17,4,0.6363636363636364
doc42,Major,90,7,2,5,10,24,3,0.8032786885245902
doc42,Major,95,5,1,2,10,18,3,0.7066666666666667
doc42,No Error,100,4,1,1,10,16,3,0.7866666666666666
doc42,No Error,100,4,1,1,10,16,3,0.7571428571428571
doc42,No Error,100,2,1,0,10,13,0,1.0
doc42,No Error,100,6,2,2,10,20,2,0.8602150537634409
doc42,No Error,100,3,1,1,10,15,0,1.0
doc42,No Error,100,2,1,0,10,13,0,1.0
doc42,No Error,100,3,0,0,10,13,1,0.9074074074074074
doc42,No Error,100,5,1,2,10,18,5,0.625
doc42,No Error,100,3,1,9,10,23,4,0.744
doc31,Major,89,4,2,6,2,14,5,0.5294117647058824
doc31,Major,90,2,1,2,4,9,3,0.5476190476190477
doc31,Major,92,4,1,4,4,13,3,0.6521739130434783
doc31,Major,95,0,1,0,4,5,0,1.0
doc31,Major,95,0,1,3,3,7,4,0.3
doc31,Minor,99,4,2,4,2,12,4,0.5076923076923077
doc31,Minor,99,1,1,5,2,9,5,0.2857142857142857
doc31,Minor,99,0,1,7,2,10,7,0.17647058823529413
doc31,No Error,100,3,2,3,3,11,6,0.4067796610169492
doc43,Major,84,0,2,7,3,12,5,0.4805194805194805
doc43,Major,90,4,3,1,3,11,1,0.8333333333333334
doc43,Minor,99,4,3,0,3,10,0,1.0
doc43,Major,85,4,1,9,3,17,10,0.27835051546391754
doc43,Minor,99,4,3,0,3,10,0,1.0
doc43,Major,93,4,1,0,3,8,0,1.0
doc43,Minor,98,11,2,0,2,15,0,1.0
doc43,Major,95,1,2,0,3,6,0,1.0
doc43,Major,88,3,2,2,3,10,3,0.6041666666666666
doc43,Minor,99,11,2,0,2,15,0,1.0
doc43,Major,95,6,3,0,3,12,1,0.9183673469387755
doc43,No Error,100,4,2,0,2,8,0,1.0
doc43,No Error,100,15,0,0,3,18,1,0.9431818181818182
doc43,No Error,100,1,1,1,3,6,1,0.7037037037037037
doc43,No Error,100,7,0,0,3,10,0,1.0
doc54,No Error,100,1,1,6,6,14,8,0.35443037974683544
doc54,Minor,98,2,2,3,6,13,4,0.5396825396825397
doc54,Minor,99,8,2,1,6,17,4,0.7407407407407407
doc54,Minor,99,6,1,1,7,15,1,0.8823529411764706
doc54,Major,92,6,2,0,7,15,0,1.0
doc54,Minor,97,2,3,2,6,13,5,0.5333333333333333
doc54,Minor,98,7,2,0,6,15,1,0.9482758620689655
doc54,Minor,98,0,2,2,7,11,3,0.6226415094339622
doc54,Minor,99,2,2,3,6,13,3,0.6875
doc54,Minor,98,0,1,3,7,11,3,0.5714285714285714
doc54,No Error,100,0,1,2,7,10,2,0.6666666666666666
doc44,Minor,99,4,3,0,5,12,0,1.0
doc44,Major,94,2,3,9,5,19,11,0.2621359223300971
doc44,Minor,98,2,1,5,4,12,7,0.30434782608695654
doc44,Major,95,1,4,4,4,13,5,0.4927536231884058
doc44,Major,94,2,1,9,5,17,10,0.24468085106382978
doc44,Major,94,0,1,0,5,6,0,1.0
doc44,Major,95,0,3,2,5,10,2,0.7551020408163265
doc44,Major,95,2,3,9,5,19,9,0.34951456310679613
doc44,Major,95,1,1,5,3,10,5,0.4067796610169492
doc44,Major,83,1,4,6,4,15,6,0.49411764705882355
doc44,No Error,100,1,1,2,5,9,3,0.5348837209302325
doc4,Minor,99,3,1,5,4,13,4,0.5616438356164384
doc4,Major,95,3,1,0,4,8,0,1.0
doc4,Major,95,5,1,1,4,11,1,0.8461538461538461
doc4,Minor,99,13,3,5,4,25,9,0.48598130841121495
doc4,Major,95,3,1,5,4,13,4,0.5616438356164384
doc4,Major,95,3,1,5,4,13,4,0.5616438356164384
doc4,Major,95,2,1,0,4,7,0,1.0
doc4,Major,95,11,1,3,4,19,3,0.8089887640449438
doc4,No Error,100,3,1,0,4,8,0,1.0
doc4,No Error,100,3,4,2,4,13,3,0.6557377049180327
doc4,No Error,100,4,1,3,4,12,3,0.6
doc4,No Error,100,4,1,0,4,9,0,1.0
doc4,No Error,100,0,1,3,4,8,5,0.2727272727272727
doc4,No Error,100,3,1,0,4,8,0,1.0
doc4,No Error,100,1,0,0,4,5,0,1.0
doc4,No Error,100,8,0,0,4,12,0,1.0
doc11,Minor,99,2,2,0,2,6,0,1.0
doc11,Minor,99,2,2,0,2,6,0,1.0
doc11,Major,95,1,1,3,2,7,4,0.3076923076923077
doc11,Major,95,0,1,3,2,6,3,0.3333333333333333
doc11,Minor,99,0,1,2,2,5,2,0.2
doc11,No Error,100,0,1,0,2,3,0,1.0
doc11,No Error,100,1,0,0,2,3,0,1.0
doc11,No Error,100,4,1,0,2,7,0,1.0
doc11,No Error,100,2,2,2,2,8,4,0.22580645161290322
doc11,No Error,100,0,1,6,2,9,6,0.2
doc11,No Error,100,2,1,2,2,7,3,0.4411764705882353
doc11,No Error,100,0,1,0,2,3,0,1.0
doc11,No Error,100,2,1,2,2,7,3,0.4411764705882353
doc56,Minor,99,0,2,3,2,7,2,0.6097560975609756
doc56,No Error,100,8,3,6,2,19,7,0.46875
doc56,Minor,98,3,1,0,2,6,0,1.0
doc56,Minor,99,2,1,2,2,7,2,0.5897435897435898
doc56,Major,94,15,1,4,2,22,7,0.6055045871559633
doc56,No Error,100,0,1,1,2,4,0,1.0
doc56,No Error,100,2,3,2,2,9,2,0.673469387755102
doc56,Minor,99,0,4,2,2,8,2,0.6190476190476191
doc56,No Error,100,2,1,0,2,5,0,1.0
doc56,No Error,100,9,2,0,2,13,0,1.0
doc56,No Error,100,4,1,0,2,7,0,1.0
doc56,No Error,100,0,1,2,2,5,3,0.2857142857142857
doc56,No Error,100,0,1,5,2,8,4,0.38461538461538464
doc56,No Error,100,2,3,1,2,8,2,0.6666666666666666
doc35,Minor,99,3,1,0,9,13,0,1.0
doc35,Major,90,3,1,3,9,16,3,0.6619718309859155
doc35,No Error,100,10,2,0,9,21,0,1.0
doc81,Major,95,2,2,0,4,8,0,1.0
doc81,Major,95,4,4,7,5,20,7,0.5327102803738317
doc81,Major,95,19,1,0,5,25,5,0.8105263157894737
doc81,Major,95,4,4,7,5,20,7,0.5327102803738317
doc81,Major,95,2,1,5,5,13,5,0.43661971830985913
doc81,No Error,100,1,1,0,5,7,0,1.0
doc81,No Error,100,1,1,4,5,11,4,0.5254237288135594
doc81,No Error,100,5,1,1,5,12,3,0.7377049180327869
doc81,No Error,100,3,2,0,4,9,0,1.0
doc81,No Error,100,3,1,0,5,9,0,1.0
doc81,No Error,100,2,1,2,5,10,3,0.5652173913043478
doc55,Major,95,0,1,6,7,14,7,0.45
doc55,Major,95,1,1,4,8,14,5,0.49295774647887325
doc55,No Error,100,0,1,0,8,9,0,1.0
doc55,No Error,100,0,1,3,8,12,4,0.5333333333333333
doc42,Major,90,1,1,5,10,17,4,0.6190476190476191
doc42,Major,94,8,2,3,10,23,7,0.6260869565217392
doc42,Major,90,7,2,5,10,24,3,0.8032786885245902
doc42,Major,95,4,2,1,10,17,1,0.8888888888888888
doc42,Major,95,7,2,5,10,24,3,0.8032786885245902
doc42,Minor,99,4,1,1,10,16,3,0.782608695652174
doc42,Major,95,5,1,2,10,18,3,0.7066666666666667
doc42,Major,95,1,1,6,10,18,7,0.4782608695652174
doc42,Major,95,6,2,5,10,23,5,0.6610169491525424
doc42,No Error,100,4,1,1,10,16,3,0.7866666666666666
doc42,No Error,100,4,1,1,10,16,3,0.7571428571428571
doc42,No Error,100,4,1,2,10,17,4,0.6575342465753424
doc42,No Error,100,2,1,0,10,13,0,1.0
doc42,No Error,100,6,2,2,10,20,2,0.8602150537634409
doc42,No Error,100,3,1,1,10,15,0,1.0
doc42,No Error,100,2,1,0,10,13,0,1.0
doc42,No Error,100,3,0,0,10,13,1,0.9074074074074074
doc42,No Error,100,5,1,2,10,18,5,0.6428571428571429
doc42,No Error,100,3,1,2,10,16,8,0.4266666666666667
doc42,No Error,100,3,1,9,10,23,4,0.744
doc31,Major,94,4,2,6,2,14,5,0.5294117647058824
doc31,Major,89,2,1,2,4,9,3,0.5476190476190477
doc31,Major,88,4,1,4,4,13,3,0.6521739130434783
doc31,Major,95,0,1,0,4,5,0,1.0
doc31,Major,95,0,1,2,3,6,3,0.375
doc31,Major,95,4,2,6,2,14,5,0.5294117647058824
doc31,Major,95,1,1,5,2,9,5,0.2857142857142857
doc31,No Error,100,0,1,7,2,10,7,0.17647058823529413
doc31,No Error,100,3,2,3,3,11,6,0.4067796610169492
doc43,Major,84,0,2,7,3,12,5,0.4805194805194805
doc43,Major,89,4,3,3,3,13,3,0.625
doc43,Minor,99,4,3,0,3,10,0,1.0
doc43,Major,85,4,1,10,3,18,11,0.20952380952380953
doc43,Minor,99,4,3,0,3,10,0,1.0
doc43,Major,93,4,1,0,3,8,0,1.0
doc43,Minor,99,4,3,0,3,10,0,1.0
doc43,Minor,98,11,2,0,2,15,0,1.0
doc43,Major,95,1,2,0,3,6,0,1.0
doc43,Major,93,3,2,2,3,10,3,0.6041666666666666
doc43,Minor,99,11,2,0,2,15,0,1.0
doc43,Major,95,1,1,0,2,4,0,1.0
doc43,Major,95,6,3,0,3,12,1,0.9183673469387755
doc43,No Error,100,4,2,0,2,8,0,1.0
doc43,No Error,100,15,0,0,3,18,1,0.9431818181818182
doc43,No Error,100,1,1,1,3,6,1,0.7037037037037037
doc43,No Error,100,7,0,0,3,10,0,1.0
doc54,No Error,100,1,1,6,6,14,8,0.35443037974683544
doc54,Minor,98,2,2,3,6,13,4,0.5396825396825397
doc54,Minor,99,8,2,4,6,20,6,0.594059405940594
doc54,Minor,99,6,1,1,7,15,1,0.8823529411764706
doc54,Minor,97,6,2,0,7,15,0,1.0
doc54,Minor,99,2,3,0,6,11,0,1.0
doc54,Minor,98,7,2,0,6,15,1,0.9482758620689655
doc54,Minor,98,0,2,2,7,11,3,0.6226415094339622
doc54,Minor,98,0,1,3,7,11,3,0.5714285714285714
doc54,Minor,99,2,2,3,6,13,3,0.6875
doc54,No Error,100,0,1,2,7,10,2,0.6666666666666666
doc44,Minor,98,4,3,0,5,12,0,1.0
doc44,Major,94,2,3,9,5,19,11,0.2621359223300971
doc44,Major,94,2,1,5,4,12,7,0.30434782608695654
doc44,Major,95,1,4,4,4,13,5,0.4927536231884058
doc44,Major,94,2,1,7,5,15,9,0.26744186046511625
doc44,Major,95,0,1,0,5,6,0,1.0
doc44,Minor,99,2,3,9,5,19,9,0.34951456310679613
doc44,Major,79,1,4,6,4,15,6,0.49411764705882355
doc44,No Error,100,1,1,2,5,9,3,0.5348837209302325
